Date,Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2010-02-05,1,42.31,2.572,,,,,,211.0963582,8.106,False
2010-02-12,1,38.51,2.548,,,,,,211.24216980000003,8.106,True
2010-02-19,1,39.93,2.5140000000000002,,,,,,211.2891429,8.106,False
2010-02-26,1,46.63,2.5610000000000004,,,,,,211.3196429,8.106,False
2010-03-05,1,46.5,2.625,,,,,,211.3501429,8.106,False
2010-03-12,1,57.79,2.667,,,,,,211.3806429,8.106,False
2010-03-19,1,54.58,2.72,,,,,,211.21563500000002,8.106,False
2010-03-26,1,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
2010-04-02,1,62.27,2.719,,,,,,210.82044989999997,7.808,False
2010-04-09,1,65.86,2.77,,,,,,210.62285740000002,7.808,False
2010-04-16,1,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
2010-04-23,1,64.84,2.795,,,,,,210.4391228,7.808,False
2010-04-30,1,67.41,2.78,,,,,,210.3895456,7.808,False
2010-05-07,1,72.55,2.835,,,,,,210.33996839999998,7.808,False
2010-05-14,1,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
2010-05-21,1,76.44,2.826,,,,,,210.6170934,7.808,False
2010-05-28,1,80.44,2.759,,,,,,210.89676060000002,7.808,False
2010-06-04,1,80.69,2.705,,,,,,211.1764278,7.808,False
2010-06-11,1,80.43,2.668,,,,,,211.4560951,7.808,False
2010-06-18,1,84.11,2.637,,,,,,211.4537719,7.808,False
2010-06-25,1,84.34,2.653,,,,,,211.33865260000002,7.808,False
2010-07-02,1,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
2010-07-09,1,80.48,2.642,,,,,,211.108414,7.787000000000001,False
2010-07-16,1,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
2010-07-23,1,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
2010-07-30,1,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
2010-08-06,1,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
2010-08-13,1,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
2010-08-20,1,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
2010-08-27,1,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
2010-09-03,1,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
2010-09-10,1,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
2010-09-17,1,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
2010-09-24,1,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
2010-10-01,1,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
2010-10-08,1,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
2010-10-15,1,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
2010-10-22,1,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
2010-10-29,1,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
2010-11-05,1,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
2010-11-12,1,59.61,2.728,,,,,,212.003944,7.837999999999999,False
2010-11-19,1,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
2010-11-26,1,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
2010-12-03,1,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
2010-12-10,1,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
2010-12-17,1,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
2010-12-24,1,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
2010-12-31,1,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
2011-01-07,1,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
2011-01-14,1,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
2011-01-21,1,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
2011-01-28,1,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
2011-02-04,1,42.27,2.989,,,,,,212.56688119999998,7.742000000000001,False
2011-02-11,1,36.39,3.022,,,,,,212.9367046,7.742000000000001,True
2011-02-18,1,57.36,3.045,,,,,,213.2478853,7.742000000000001,False
2011-02-25,1,62.9,3.065,,,,,,213.535609,7.742000000000001,False
2011-03-04,1,59.58,3.2880000000000003,,,,,,213.8233327,7.742000000000001,False
2011-03-11,1,53.56,3.4589999999999996,,,,,,214.11105640000002,7.742000000000001,False
2011-03-18,1,62.76,3.488,,,,,,214.3627114,7.742000000000001,False
2011-03-25,1,69.97,3.4730000000000003,,,,,,214.59993889999998,7.742000000000001,False
2011-04-01,1,59.17,3.5239999999999996,,,,,,214.8371664,7.682,False
2011-04-08,1,67.84,3.622,,,,,,215.07439390000002,7.682,False
2011-04-15,1,71.27,3.7430000000000003,,,,,,215.29185609999996,7.682,False
2011-04-22,1,72.99,3.807,,,,,,215.45990530000003,7.682,False
2011-04-29,1,72.03,3.81,,,,,,215.62795440000002,7.682,False
2011-05-06,1,64.61,3.906,,,,,,215.7960035,7.682,False
2011-05-13,1,75.64,3.8989999999999996,,,,,,215.9640526,7.682,False
2011-05-20,1,67.63,3.907,,,,,,215.7339202,7.682,False
2011-05-27,1,77.72,3.786,,,,,,215.5037878,7.682,False
2011-06-03,1,83.0,3.699,,,,,,215.27365530000003,7.682,False
2011-06-10,1,83.13,3.648,,,,,,215.04352290000003,7.682,False
2011-06-17,1,86.41,3.637,,,,,,214.99805959999998,7.682,False
2011-06-24,1,83.58,3.594,,,,,,215.09109819999998,7.682,False
2011-07-01,1,85.55,3.5239999999999996,,,,,,215.18413680000003,7.962000000000001,False
2011-07-08,1,85.83,3.48,,,,,,215.27717540000003,7.962000000000001,False
2011-07-15,1,88.54,3.575,,,,,,215.3611087,7.962000000000001,False
2011-07-22,1,85.77,3.6510000000000002,,,,,,215.4222784,7.962000000000001,False
2011-07-29,1,86.83,3.682,,,,,,215.4834482,7.962000000000001,False
2011-08-05,1,91.65,3.6839999999999997,,,,,,215.544618,7.962000000000001,False
2011-08-12,1,90.76,3.638,,,,,,215.6057878,7.962000000000001,False
2011-08-19,1,89.94,3.554,,,,,,215.66931069999998,7.962000000000001,False
2011-08-26,1,87.96,3.523,,,,,,215.73322579999999,7.962000000000001,False
2011-09-02,1,87.83,3.533,,,,,,215.7971409,7.962000000000001,False
2011-09-09,1,76.0,3.5460000000000003,,,,,,215.86105600000002,7.962000000000001,True
2011-09-16,1,79.94,3.5260000000000002,,,,,,216.0410526,7.962000000000001,False
2011-09-23,1,75.8,3.467,,,,,,216.3758246,7.962000000000001,False
2011-09-30,1,79.69,3.355,,,,,,216.71059649999998,7.962000000000001,False
2011-10-07,1,69.31,3.285,,,,,,217.0453684,7.8660000000000005,False
2011-10-14,1,71.74,3.2739999999999996,,,,,,217.3552733,7.8660000000000005,False
2011-10-21,1,63.71,3.353,,,,,,217.5159762,7.8660000000000005,False
2011-10-28,1,66.57,3.372,,,,,,217.67667909999997,7.8660000000000005,False
2011-11-04,1,54.98,3.332,,,,,,217.837382,7.8660000000000005,False
2011-11-11,1,59.11,3.2969999999999997,10382.9,6115.67,215.07,2406.62,6551.42,217.99808489999998,7.8660000000000005,False
2011-11-18,1,62.25,3.3080000000000003,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.8660000000000005,False
2011-11-25,1,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.8660000000000005,True
2011-12-02,1,48.91,3.1719999999999997,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.8660000000000005,False
2011-12-09,1,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.96184559999998,7.8660000000000005,False
2011-12-16,1,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17945330000003,7.8660000000000005,False
2011-12-23,1,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.8660000000000005,False
2011-12-30,1,44.55,3.1289999999999996,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.8660000000000005,True
2012-01-06,1,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
2012-01-13,1,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
2012-01-20,1,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
2012-01-27,1,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
2012-02-03,1,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
2012-02-10,1,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
2012-02-17,1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
2012-02-24,1,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
2012-03-02,1,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
2012-03-09,1,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
2012-03-16,1,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
2012-03-23,1,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
2012-03-30,1,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
2012-04-06,1,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
2012-04-13,1,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
2012-04-20,1,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
2012-04-27,1,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
2012-05-04,1,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
2012-05-11,1,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
2012-05-18,1,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
2012-05-25,1,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
2012-06-01,1,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
2012-06-08,1,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
2012-06-15,1,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
2012-06-22,1,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
2012-06-29,1,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
2012-07-06,1,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
2012-07-13,1,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
2012-07-20,1,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
2012-07-27,1,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
2012-08-03,1,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
2012-08-10,1,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
2012-08-17,1,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
2012-08-24,1,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
2012-08-31,1,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
2012-09-07,1,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
2012-09-14,1,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
2012-09-21,1,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
2012-09-28,1,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
2012-10-05,1,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.5729999999999995,False
2012-10-12,1,62.99,3.6010000000000004,2086.18,,8.11,602.36,5926.45,223.3812965,6.5729999999999995,False
2012-10-19,1,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.5729999999999995,False
2012-10-26,1,69.16,3.5060000000000002,2585.85,31.75,6.0,1057.16,1305.01,223.44425130000002,6.5729999999999995,False
2012-11-02,1,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.5729999999999995,False
2012-11-09,1,61.24,3.3139999999999996,11421.32,3370.89,40.28,4646.79,6154.16,223.48130730000003,6.5729999999999995,False
2012-11-16,1,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.5729999999999995,False
2012-11-23,1,56.23,3.2110000000000003,883.59,4.17,74910.32,209.91,303.32,223.56194739999998,6.5729999999999995,True
2012-11-30,1,52.34,3.207,2460.03,,3838.35,150.57,6966.34,223.61098419999996,6.5729999999999995,False
2012-12-07,1,64.12,3.198,6343.16,,270.0,2928.9,10147.9,223.66002110000002,6.5729999999999995,False
2012-12-14,1,48.89,3.168,3504.83,,73.26,1636.8,2779.6,223.7192767,6.5729999999999995,False
2012-12-21,1,56.02,3.0980000000000003,8231.71,,274.0,358.15,2834.02,223.8398455,6.5729999999999995,False
2012-12-28,1,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.96041430000002,6.5729999999999995,True
2013-01-04,1,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,False
2013-01-11,1,50.32,3.2430000000000003,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,False
2013-01-18,1,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.23581319999997,6.525,False
2013-01-25,1,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.23555180000002,6.525,False
2013-02-01,1,56.46,3.2439999999999998,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525,False
2013-02-08,1,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.23502889999997,6.525,True
2013-02-15,1,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,False
2013-02-22,1,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,False
2013-03-01,1,48.01,3.7110000000000003,10610.74,261.46,2.8,25.54,2747.59,224.56452630000004,6.525,False
2013-03-08,1,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.70876319999996,6.525,False
2013-03-15,1,55.33,3.622,3808.13,,15.65,2616.6,1909.17,224.8356808,6.525,False
2013-03-22,1,63.42,3.611,12553.98,,495.1,6787.75,2545.66,224.9193005,6.525,False
2013-03-29,1,51.0,3.6060000000000003,13067.46,,384.9,122.93,3903.8,225.0029202,6.525,False
2013-04-05,1,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.08653990000002,6.314,False
2013-04-12,1,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.17015959999998,6.314,False
2013-04-19,1,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.17015959999998,6.314,False
2013-04-26,1,59.23,3.417,2387.72,,98.34,516.28,1421.63,225.17015959999998,6.314,False
2013-05-03,1,66.66,3.386,2298.63,2.0,129.9,55.46,1301.04,,,False
2013-05-10,1,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,,,False
2013-05-17,1,69.53,3.4539999999999997,16170.5,92.0,8.32,4127.24,6206.97,,,False
2013-05-24,1,77.19,3.4939999999999998,7959.89,178.0,1621.47,3152.57,2938.7,,,False
2013-05-31,1,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,,,False
2013-06-07,1,76.44,3.4389999999999996,3514.75,742.59,116.15,1015.44,5137.09,,,False
2013-06-14,1,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,,,False
2013-06-21,1,81.35,3.4789999999999996,8104.02,417.99,327.33,5182.25,3754.44,,,False
2013-06-28,1,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,,,False
2013-07-05,1,79.85,3.4219999999999997,7649.99,3503.29,1766.77,9454.96,1079.89,,,False
2013-07-12,1,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,,,False
2013-07-19,1,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,,,False
2013-07-26,1,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,,,False
